,fname,cycle,sound,location,time
330,../set_a_cut/normal__201108011112_S1_8.wav,8,S1,278359,6311.995464852607
331,../set_a_cut/normal__201108011112_S2_8.wav,8,S2,292783,6639.07029478458
332,../set_a_cut/normal__201108011112_S1_9.wav,9,S1,314797,7138.253968253968
333,../set_a_cut/normal__201108011112_S2_9.wav,9,S2,329221,7465.328798185941
334,../set_a_cut/normal__201108011114_S1_1.wav,1,S1,21774,493.74149659863946
335,../set_a_cut/normal__201108011114_S2_1.wav,1,S2,36197,820.7936507936508
336,../set_a_cut/normal__201108011114_S1_2.wav,2,S1,66562,1509.3424036281178
337,../set_a_cut/normal__201108011114_S2_2.wav,2,S2,80986,1836.4172335600906
338,../set_a_cut/normal__201108011114_S1_3.wav,3,S1,111351,2524.9659863945576
339,../set_a_cut/normal__201108011114_S2_3.wav,3,S2,126534,2869.2517006802723
340,../set_a_cut/normal__201108011114_S1_4.wav,4,S1,156899,3557.8004535147393
341,../set_a_cut/normal__201108011114_S2_4.wav,4,S2,171322,3884.8526077097504
342,../set_a_cut/normal__201108011114_S1_5.wav,5,S1,201687,4573.401360544218
343,../set_a_cut/normal__201108011114_S2_5.wav,5,S2,216870,4917.687074829932
344,../set_a_cut/normal__201108011114_S1_6.wav,6,S1,246476,5589.024943310657
345,../set_a_cut/normal__201108011114_S2_6.wav,6,S2,262417,5950.498866213152
346,../set_a_cut/normal__201108011114_S1_7.wav,7,S1,291264,6604.625850340136
347,../set_a_cut/normal__201108011114_S2_7.wav,7,S2,307206,6966.122448979592
348,../set_a_cut/normal__201108011115_S1_1.wav,1,S1,22533,510.95238095238096
349,../set_a_cut/normal__201108011115_S2_1.wav,1,S2,36197,820.7936507936508
350,../set_a_cut/normal__201108011115_S1_2.wav,2,S1,58212,1320.0
351,../set_a_cut/normal__201108011115_S2_2.wav,2,S2,72635,1647.0521541950113
352,../set_a_cut/normal__201108011115_S1_3.wav,3,S1,94650,2146.2585034013605
353,../set_a_cut/normal__201108011115_S2_3.wav,3,S2,109074,2473.3333333333335
354,../set_a_cut/normal__201108011115_S1_4.wav,4,S1,131088,2972.517006802721
355,../set_a_cut/normal__201108011115_S2_4.wav,4,S2,145512,3299.591836734694
356,../set_a_cut/normal__201108011115_S1_5.wav,5,S1,167526,3798.7755102040815
357,../set_a_cut/normal__201108011115_S2_5.wav,5,S2,181191,4108.639455782313
358,../set_a_cut/normal__201108011115_S1_6.wav,6,S1,203205,4607.8231292517
359,../set_a_cut/normal__201108011115_S2_6.wav,6,S2,216870,4917.687074829932
360,../set_a_cut/normal__201108011115_S1_7.wav,7,S1,238884,5416.8707482993195
361,../set_a_cut/normal__201108011115_S2_7.wav,7,S2,253308,5743.9455782312925
362,../set_a_cut/normal__201108011115_S1_8.wav,8,S1,275323,6243.1519274376415
363,../set_a_cut/normal__201108011115_S2_8.wav,8,S2,289746,6570.2040816326535
364,../set_a_cut/normal__201108011115_S1_9.wav,9,S1,311761,7069.410430839002
365,../set_a_cut/normal__201108011115_S2_9.wav,9,S2,325425,7379.251700680272
366,../set_a_cut/normal__201108011118_S1_1.wav,1,S1,6591,149.45578231292518
367,../set_a_cut/normal__201108011118_S2_1.wav,1,S2,19496,442.0861678004535
368,../set_a_cut/normal__201108011118_S1_2.wav,2,S1,36197,820.7936507936508
369,../set_a_cut/normal__201108011118_S2_2.wav,2,S2,49862,1130.6575963718822
370,../set_a_cut/normal__201108011118_S1_3.wav,3,S1,65803,1492.1315192743764
371,../set_a_cut/normal__201108011118_S2_3.wav,3,S2,77949,1767.5510204081634
372,../set_a_cut/normal__201108011118_S1_4.wav,4,S1,94650,2146.2585034013605
373,../set_a_cut/normal__201108011118_S2_4.wav,4,S2,106796,2421.6780045351475
374,../set_a_cut/normal__201108011118_S1_5.wav,5,S1,123497,2800.3854875283446
375,../set_a_cut/normal__201108011118_S2_5.wav,5,S2,137161,3110.2267573696145
376,../set_a_cut/normal__201108011118_S1_6.wav,6,S1,153862,3488.9342403628116
377,../set_a_cut/normal__201108011118_S2_6.wav,6,S2,166008,3764.3537414965986
378,../set_a_cut/normal__201108011118_S1_7.wav,7,S1,182709,4143.061224489796
379,../set_a_cut/normal__201108011118_S2_7.wav,7,S2,195614,4435.691609977324
380,../set_a_cut/normal__201108011118_S1_8.wav,8,S1,212315,4814.399092970521
381,../set_a_cut/normal__201108011118_S2_8.wav,8,S2,225220,5107.02947845805
382,../set_a_cut/normal__201108011118_S1_9.wav,9,S1,240403,5451.315192743764
383,../set_a_cut/normal__201108011118_S2_9.wav,9,S2,254826,5778.367346938776
384,../set_a_cut/normal__201108011118_S1_10.wav,10,S1,271527,6157.074829931973
385,../set_a_cut/normal__201108011118_S2_10.wav,10,S2,283673,6432.49433106576
386,../set_a_cut/normal__201108011118_S1_11.wav,11,S1,299863,6799.614512471655
387,../set_a_cut/normal__201108011118_S2_11.wav,11,S2,313279,7103.832199546485
388,../set_a_cut/normal__201108011118_S1_12.wav,12,S1,329980,7482.539682539683
389,../set_a_cut/normal__201108011118_S2_12.wav,12,S2,342126,7757.959183673469
390,../set_a_cut/normal__201102081321_noiseS1_0.wav,0,noiseS1,0,0.0
391,../set_a_cut/normal__201102081321_noiseS1_1.wav,1,noiseS1,12021,272.5850340136054
392,../set_a_cut/normal__201102081321_noiseS2_1.wav,1,noiseS2,23259,527.4149659863946
393,../set_a_cut/normal__201102081321_noiseS1_2.wav,2,noiseS1,37075,840.7029478458049
394,../set_a_cut/normal__201102081321_noiseS2_2.wav,2,noiseS2,49744,1127.9818594104308
395,../set_a_cut/normal__201102081321_noiseS1_3.wav,3,noiseS1,64992,1473.7414965986395
396,../set_a_cut/normal__201102081321_noiseS2_3.wav,3,noiseS2,76229,1728.5487528344672
397,../set_a_cut/normal__201102081321_noiseS1_4.wav,4,noiseS1,90761,2058.0725623582766
398,../set_a_cut/normal__201102081321_noiseS2_4.wav,4,noiseS2,104146,2361.5873015873017
399,../set_a_cut/normal__201102081321_noiseS1_5.wav,5,noiseS1,117246,2658.639455782313
400,../set_a_cut/normal__201102081321_noiseS2_5.wav,5,noiseS2,129915,2945.918367346939
401,../set_a_cut/normal__201102081321_noiseS1_6.wav,6,noiseS1,145163,3291.6780045351475
402,../set_a_cut/normal__201102081321_noiseS2_6.wav,6,noiseS2,156400,3546.485260770975
403,../set_a_cut/normal__201102081321_noiseS1_7.wav,7,noiseS1,170216,3859.7732426303855
404,../set_a_cut/normal__201102081321_noiseS2_7.wav,7,noiseS2,182885,4147.052154195011
405,../set_a_cut/normal__201102081321_noiseS1_8.wav,8,noiseS1,197417,4476.575963718821
406,../set_a_cut/normal__201102081321_noiseS2_8.wav,8,noiseS2,208655,4731.40589569161
407,../set_a_cut/normal__201102081321_noiseS1_9.wav,9,noiseS1,222471,5044.693877551021
408,../set_a_cut/normal__201102081321_noiseS2_9.wav,9,noiseS2,234424,5315.736961451247
409,../set_a_cut/normal__201102081321_noiseS1_10.wav,10,noiseS1,274010,6213.378684807256
410,../set_a_cut/normal__201102081321_noiseS2_10.wav,10,noiseS2,285963,6484.421768707483
411,../set_a_cut/normal__201102081321_noiseS1_11.wav,11,noiseS1,299779,6797.7097505668935
412,../set_a_cut/normal__201102081321_noiseS2_11.wav,11,noiseS2,311732,7068.75283446712
413,../set_a_cut/normal__201102081321_noiseS1_12.wav,12,noiseS1,326264,7398.27664399093
414,../set_a_cut/normal__201102081321_noiseS2_12.wav,12,noiseS2,337501,7653.083900226758
415,../set_a_cut/normal__201102260502_noiseS1_0.wav,0,noiseS1,0,0.0
416,../set_a_cut/normal__201102260502_noiseS1_1.wav,1,noiseS1,13526,306.7120181405896
417,../set_a_cut/normal__201102260502_noiseS2_1.wav,1,noiseS2,30441,690.2721088435375
418,../set_a_cut/normal__201102260502_noiseS1_2.wav,2,noiseS1,44197,1002.1995464852607
419,../set_a_cut/normal__201102260502_noiseS2_2.wav,2,noiseS2,60663,1375.578231292517
420,../set_a_cut/normal__201102260502_noiseS1_3.wav,3,noiseS1,73278,1661.6326530612246
421,../set_a_cut/normal__201102260502_noiseS2_3.wav,3,noiseS2,91455,2073.809523809524
422,../set_a_cut/normal__201102260502_noiseS1_4.wav,4,noiseS1,104641,2372.8117913832198
423,../set_a_cut/normal__201102260502_noiseS2_4.wav,4,noiseS2,124528,2823.764172335601
424,../set_a_cut/normal__201102260502_noiseS1_5.wav,5,noiseS1,136573,3096.893424036281
425,../set_a_cut/normal__201102260502_noiseS2_5.wav,5,noiseS2,155321,3522.018140589569
426,../set_a_cut/normal__201102260502_noiseS1_6.wav,6,noiseS1,186753,4234.761904761905
427,../set_a_cut/normal__201102260502_noiseS2_6.wav,6,noiseS2,200369,4543.514739229025
428,../set_a_cut/normal__201102260502_noiseS1_7.wav,7,noiseS1,218686,4958.866213151928
429,../set_a_cut/normal__201102260502_noiseS2_7.wav,7,noiseS2,233442,5293.469387755102
430,../set_a_cut/normal__201102260502_noiseS1_8.wav,8,noiseS1,253211,5741.746031746032
431,../set_a_cut/normal__201102260502_noiseS2_8.wav,8,noiseS2,267668,6069.569160997732
432,../set_a_cut/normal__201103090635_noiseS1_0.wav,0,noiseS1,0,0.0
433,../set_a_cut/normal__201103090635_noiseS1_1.wav,1,noiseS1,7366,167.02947845804988
434,../set_a_cut/normal__201103090635_noiseS2_1.wav,1,noiseS2,20132,456.5079365079365
435,../set_a_cut/normal__201103090635_noiseS1_2.wav,2,noiseS1,33432,758.0952380952381
436,../set_a_cut/normal__201103090635_noiseS2_2.wav,2,noiseS2,46964,1064.9433106575964
437,../set_a_cut/normal__201103090635_noiseS1_3.wav,3,noiseS1,61030,1383.9002267573696
438,../set_a_cut/normal__201103090635_noiseS2_3.wav,3,noiseS2,73796,1673.3786848072561
439,../set_a_cut/normal__201103090635_noiseS1_4.wav,4,noiseS1,88629,2009.7278911564626
440,../set_a_cut/normal__201103090635_noiseS2_4.wav,4,noiseS2,102161,2316.5759637188207
441,../set_a_cut/normal__201103090635_noiseS1_5.wav,5,noiseS1,118527,2687.687074829932
442,../set_a_cut/normal__201103090635_noiseS2_5.wav,5,noiseS2,131293,2977.165532879819
443,../set_a_cut/normal__201103090635_noiseS1_6.wav,6,noiseS1,146125,3313.4920634920636
444,../set_a_cut/normal__201103090635_noiseS2_6.wav,6,noiseS2,158891,3602.97052154195
445,../set_a_cut/normal__201103090635_noiseS1_7.wav,7,noiseS1,176024,3991.4739229024945
446,../set_a_cut/normal__201103090635_noiseS2_7.wav,7,noiseS2,188023,4263.5600907029475
447,../set_a_cut/normal__201103090635_noiseS1_8.wav,8,noiseS1,202856,4599.909297052154
448,../set_a_cut/normal__201103090635_noiseS2_8.wav,8,noiseS2,215622,4889.3877551020405
449,../set_a_cut/normal__201103090635_noiseS1_9.wav,9,noiseS1,228154,5173.5600907029475
450,../set_a_cut/normal__201103090635_noiseS2_9.wav,9,noiseS2,241687,5480.430839002268
451,../set_a_cut/normal__201103090635_noiseS1_10.wav,10,noiseS1,254220,5764.625850340136
452,../set_a_cut/normal__201103090635_noiseS2_10.wav,10,noiseS2,267752,6071.473922902494
453,../set_a_cut/normal__201103090635_noiseS1_11.wav,11,noiseS1,279518,6338.27664399093
454,../set_a_cut/normal__201103090635_noiseS2_11.wav,11,noiseS2,293051,6645.14739229025
455,../set_a_cut/normal__201103090635_noiseS1_12.wav,12,noiseS1,305583,6929.319727891157
456,../set_a_cut/normal__201103090635_noiseS2_12.wav,12,noiseS2,318349,7218.798185941043
457,../set_a_cut/normal__201103090635_noiseS1_13.wav,13,noiseS1,331649,7520.385487528345
458,../set_a_cut/normal__201103090635_noiseS2_13.wav,13,noiseS2,345181,7827.233560090703
459,../set_a_cut/normal__201103140132_noiseS1_0.wav,0,noiseS1,0,0.0
460,../set_a_cut/normal__201103140132_noiseS1_1.wav,1,noiseS1,18358,416.281179138322
461,../set_a_cut/normal__201103140132_noiseS2_1.wav,1,noiseS2,31772,720.453514739229
462,../set_a_cut/normal__201103140132_noiseS1_2.wav,2,noiseS1,91539,2075.714285714286
463,../set_a_cut/normal__201103140132_noiseS2_2.wav,2,noiseS2,107536,2438.458049886621
464,../set_a_cut/normal__201103140132_noiseS1_3.wav,3,noiseS1,130282,2954.2403628117913
465,../set_a_cut/normal__201103140132_noiseS2_3.wav,3,noiseS2,144557,3277.936507936508
466,../set_a_cut/normal__201103140132_noiseS1_4.wav,4,noiseS1,172469,3910.861678004535
467,../set_a_cut/normal__201103140132_noiseS2_4.wav,4,noiseS2,185883,4215.034013605442
468,../set_a_cut/normal__201103140132_noiseS1_5.wav,5,noiseS1,209490,4750.340136054422
469,../set_a_cut/normal__201103140132_noiseS2_5.wav,5,noiseS2,223765,5074.036281179138
470,../set_a_cut/normal__201103140132_noiseS1_6.wav,6,noiseS1,244789,5550.770975056689
471,../set_a_cut/normal__201103140132_noiseS2_6.wav,6,noiseS2,259064,5874.467120181406
472,../set_a_cut/normal__201103140132_noiseS1_7.wav,7,noiseS1,281810,6390.249433106576
473,../set_a_cut/normal__201103140132_noiseS2_7.wav,7,noiseS2,295225,6694.444444444444
474,../set_a_cut/normal__201103140132_noiseS1_8.wav,8,noiseS1,322275,7307.8231292517
475,../set_a_cut/normal__201103140132_noiseS2_8.wav,8,noiseS2,337411,7651.0430839002265
476,../set_a_cut/normal__201103140132_noiseS1_9.wav,9,noiseS1,365323,8283.968253968254
477,../set_a_cut/normal__201103140132_noiseS2_9.wav,9,noiseS2,379598,8607.66439909297
478,../set_a_cut/normal__201103140822_noiseS1_0.wav,0,noiseS1,0,0.0
479,../set_a_cut/normal__201103140822_noiseS1_1.wav,1,noiseS1,5444,123.44671201814059
480,../set_a_cut/normal__201103140822_noiseS2_1.wav,1,noiseS2,20580,466.6666666666667
481,../set_a_cut/normal__201103140822_noiseS1_2.wav,2,noiseS1,46770,1060.544217687075
482,../set_a_cut/normal__201103140822_noiseS2_2.wav,2,noiseS2,61045,1384.2403628117913
483,../set_a_cut/normal__201103140822_noiseS1_3.wav,3,noiseS1,86374,1958.5941043083901
484,../set_a_cut/normal__201103140822_noiseS2_3.wav,3,noiseS2,100649,2282.2902494331065
485,../set_a_cut/normal__201103140822_noiseS1_4.wav,4,noiseS1,125977,2856.6213151927436
486,../set_a_cut/normal__201103140822_noiseS2_4.wav,4,noiseS2,136809,3102.2448979591836
487,../set_a_cut/normal__201103140822_noiseS1_5.wav,5,noiseS1,159555,3618.0272108843537
488,../set_a_cut/normal__201103140822_noiseS2_5.wav,5,noiseS2,178135,4039.342403628118
489,../set_a_cut/normal__201103140822_noiseS1_6.wav,6,noiseS1,197437,4477.02947845805
490,../set_a_cut/normal__201103140822_noiseS2_6.wav,6,noiseS2,216878,4917.868480725623
491,../set_a_cut/normal__201103151912_noiseS1_0.wav,0,noiseS1,0,0.0
492,../set_a_cut/normal__201103151912_noiseS1_1.wav,1,noiseS1,5244,118.91156462585035
493,../set_a_cut/normal__201103151912_noiseS2_1.wav,1,noiseS2,14553,330.0
494,../set_a_cut/normal__201103151912_noiseS1_2.wav,2,noiseS1,27829,631.0430839002267
495,../set_a_cut/normal__201103151912_noiseS2_2.wav,2,noiseS2,63628,1442.81179138322
496,../set_a_cut/normal__201103151912_noiseS1_3.wav,3,noiseS1,81208,1841.4512471655328
497,../set_a_cut/normal__201103151912_noiseS2_3.wav,3,noiseS2,98927,2243.2426303854877
498,../set_a_cut/normal__201103151912_noiseS1_4.wav,4,noiseS1,119090,2700.453514739229
499,../set_a_cut/normal__201103151912_noiseS2_4.wav,4,noiseS2,135948,3082.721088435374
500,../set_a_cut/normal__201103151912_noiseS1_5.wav,5,noiseS1,154389,3500.8843537414964
501,../set_a_cut/normal__201103151912_noiseS2_5.wav,5,noiseS2,170386,3863.6281179138323
502,../set_a_cut/normal__201103151912_noiseS1_6.wav,6,noiseS1,204324,4633.197278911564
503,../set_a_cut/normal__201103151912_noiseS2_6.wav,6,noiseS2,225487,5113.083900226758
504,../set_a_cut/normal__201103221214_noiseS1_0.wav,0,noiseS1,0,0.0
505,../set_a_cut/normal__201103221214_noiseS1_1.wav,1,noiseS1,29831,676.4399092970522
506,../set_a_cut/normal__201103221214_noiseS2_1.wav,1,noiseS2,41595,943.1972789115646
507,../set_a_cut/normal__201103221214_noiseS1_2.wav,2,noiseS1,56667,1284.9659863945578
508,../set_a_cut/normal__201103221214_noiseS2_2.wav,2,noiseS2,68101,1544.2403628117913
509,../set_a_cut/normal__201103221214_noiseS1_3.wav,3,noiseS1,83173,1886.0090702947846
510,../set_a_cut/normal__201103221214_noiseS2_3.wav,3,noiseS2,95269,2160.294784580499
511,../set_a_cut/normal__201103221214_noiseS1_4.wav,4,noiseS1,110341,2502.063492063492
512,../set_a_cut/normal__201103221214_noiseS2_4.wav,4,noiseS2,122105,2768.8208616780043
513,../set_a_cut/normal__201103221214_noiseS1_5.wav,5,noiseS1,137509,3118.1179138321995
514,../set_a_cut/normal__201103221214_noiseS2_5.wav,5,noiseS2,148942,3377.369614512472
515,../set_a_cut/normal__201104141251_noiseS1_0.wav,0,noiseS1,0,0.0
516,../set_a_cut/normal__201104141251_noiseS1_1.wav,1,noiseS1,23189,525.827664399093
517,../set_a_cut/normal__201104141251_noiseS2_1.wav,1,noiseS2,35379,802.2448979591836
518,../set_a_cut/normal__201104141251_noiseS1_2.wav,2,noiseS1,53876,1221.6780045351475
519,../set_a_cut/normal__201104141251_noiseS2_2.wav,2,noiseS2,66797,1514.671201814059
520,../set_a_cut/normal__201104141251_noiseS1_3.wav,3,noiseS1,85294,1934.1043083900227
521,../set_a_cut/normal__201104141251_noiseS2_3.wav,3,noiseS2,98946,2243.673469387755
522,../set_a_cut/normal__201104141251_noiseS1_4.wav,4,noiseS1,118904,2696.235827664399
523,../set_a_cut/normal__201104141251_noiseS2_4.wav,4,noiseS2,131826,2989.2517006802723
524,../set_a_cut/normal__201104141251_noiseS1_5.wav,5,noiseS1,151053,3425.2380952380954
525,../set_a_cut/normal__201104141251_noiseS2_5.wav,5,noiseS2,164705,3734.8072562358275
526,../set_a_cut/normal__201104141251_noiseS1_6.wav,6,noiseS1,182471,4137.664399092971
527,../set_a_cut/normal__201104141251_noiseS2_6.wav,6,noiseS2,195123,4424.557823129252
528,../set_a_cut/normal__201104141251_noiseS1_7.wav,7,noiseS1,213889,4850.090702947846
529,../set_a_cut/normal__201104141251_noiseS2_7.wav,7,noiseS2,227541,5159.659863945578
530,../set_a_cut/normal__201104141251_noiseS1_8.wav,8,noiseS1,247499,5612.222222222223
531,../set_a_cut/normal__201104141251_noiseS2_8.wav,8,noiseS2,260420,5905.2154195011335
532,../set_a_cut/normal__201104141251_noiseS1_9.wav,9,noiseS1,281109,6374.353741496599
533,../set_a_cut/normal__201104141251_noiseS2_9.wav,9,noiseS2,293300,6650.793650793651
534,../set_a_cut/normal__201105011626_noiseS1_0.wav,0,noiseS1,0,0.0
535,../set_a_cut/normal__201105011626_noiseS1_1.wav,1,noiseS1,4855,110.0907029478458
536,../set_a_cut/normal__201105011626_noiseS2_1.wav,1,noiseS2,17997,408.0952380952381
537,../set_a_cut/normal__201105011626_noiseS1_2.wav,2,noiseS1,25246,572.4716553287982
538,../set_a_cut/normal__201105011626_noiseS2_2.wav,2,noiseS2,37799,857.1201814058957
539,../set_a_cut/normal__201105011626_noiseS1_3.wav,3,noiseS1,45048,1021.4965986394558
540,../set_a_cut/normal__201105011626_noiseS2_3.wav,3,noiseS2,58462,1325.668934240363
541,../set_a_cut/normal__201105011626_noiseS1_4.wav,4,noiseS1,65711,1490.045351473923
542,../set_a_cut/normal__201105011626_noiseS2_4.wav,4,noiseS2,78264,1774.6938775510205
543,../set_a_cut/normal__201105011626_noiseS1_5.wav,5,noiseS1,86374,1958.5941043083901
544,../set_a_cut/normal__201105011626_noiseS2_5.wav,5,noiseS2,98927,2243.2426303854877
545,../set_a_cut/normal__201105011626_noiseS1_6.wav,6,noiseS1,107036,2427.120181405896
546,../set_a_cut/normal__201105011626_noiseS2_6.wav,6,noiseS2,118729,2692.267573696145
547,../set_a_cut/normal__201105011626_noiseS1_7.wav,7,noiseS1,126838,2876.1451247165533
548,../set_a_cut/normal__201105011626_noiseS2_7.wav,7,noiseS2,138531,3141.292517006803
549,../set_a_cut/normal__201105011626_noiseS1_8.wav,8,noiseS1,145779,3305.6462585034014
550,../set_a_cut/normal__201105011626_noiseS2_8.wav,8,noiseS2,167399,3795.8956916099773
551,../set_a_cut/normal__201105011626_noiseS1_9.wav,9,noiseS1,157833,3578.9795918367345
552,../set_a_cut/normal__201105011626_noiseS2_9.wav,9,noiseS2,179857,4078.390022675737
553,../set_a_cut/normal__201105011626_noiseS1_10.wav,10,noiseS1,186244,4223.219954648526
554,../set_a_cut/normal__201105011626_noiseS2_10.wav,10,noiseS2,198798,4507.891156462585
555,../set_a_cut/normal__201105011626_noiseS1_11.wav,11,noiseS1,207768,4711.292517006803
556,../set_a_cut/normal__201105011626_noiseS2_11.wav,11,noiseS2,218600,4956.916099773242
557,../set_a_cut/normal__201105011626_noiseS1_12.wav,12,noiseS1,226709,5140.793650793651
558,../set_a_cut/normal__201105011626_noiseS2_12.wav,12,noiseS2,240123,5444.965986394558
559,../set_a_cut/normal__201105011626_noiseS1_13.wav,13,noiseS1,247372,5609.342403628118
560,../set_a_cut/normal__201105011626_noiseS2_13.wav,13,noiseS2,259925,5893.990929705215
561,../set_a_cut/normal__201105011626_noiseS1_14.wav,14,noiseS1,268035,6077.891156462585
562,../set_a_cut/normal__201105011626_noiseS2_14.wav,14,noiseS2,281449,6382.063492063492
563,../set_a_cut/normal__201105011626_noiseS1_15.wav,15,noiseS1,289559,6565.963718820862
564,../set_a_cut/normal__201105011626_noiseS2_15.wav,15,noiseS2,304695,6909.183673469388
565,../set_a_cut/normal__201105011626_noiseS1_16.wav,16,noiseS1,309361,7014.988662131519
566,../set_a_cut/normal__201105011626_noiseS2_16.wav,16,noiseS2,323636,7338.684807256236
567,../set_a_cut/normal__201105011626_noiseS1_17.wav,17,noiseS1,330885,7503.061224489796
568,../set_a_cut/normal__201105011626_noiseS2_17.wav,17,noiseS2,340855,7729.138321995465
569,../set_a_cut/normal__201105011626_noiseS1_18.wav,18,noiseS1,349826,7932.562358276644
570,../set_a_cut/normal__201105011626_noiseS2_18.wav,18,noiseS2,363240,8236.734693877552
571,../set_a_cut/normal__201105011626_noiseS1_19.wav,19,noiseS1,383403,8693.945578231293
572,../set_a_cut/normal__201105011626_noiseS2_19.wav,19,noiseS2,391651,8880.975056689342
573,../set_a_cut/normal__201105021654_noiseS1_0.wav,0,noiseS1,0,0.0
574,../set_a_cut/normal__201105021654_noiseS1_1.wav,1,noiseS1,26481,600.4761904761905
575,../set_a_cut/normal__201105021654_noiseS2_1.wav,1,noiseS2,42281,958.7528344671202
576,../set_a_cut/normal__201105021654_noiseS1_2.wav,2,noiseS1,81563,1849.5011337868482
577,../set_a_cut/normal__201105021654_noiseS2_2.wav,2,noiseS2,97363,2207.777777777778
578,../set_a_cut/normal__201105021654_noiseS1_3.wav,3,noiseS1,128229,2907.687074829932
579,../set_a_cut/normal__201105021654_noiseS2_3.wav,3,noiseS2,143265,3248.639455782313
580,../set_a_cut/normal__201105021654_noiseS1_4.wav,4,noiseS1,171836,3896.5079365079364
581,../set_a_cut/normal__201105021654_noiseS2_4.wav,4,noiseS2,187636,4254.7845804988665
582,../set_a_cut/normal__201105021654_noiseS1_5.wav,5,noiseS1,217737,4937.34693877551
583,../set_a_cut/normal__201105021654_noiseS2_5.wav,5,noiseS2,232773,5278.299319727891
584,../set_a_cut/normal__201105021654_noiseS1_6.wav,6,noiseS1,272054,6169.024943310657
585,../set_a_cut/normal__201105021654_noiseS2_6.wav,6,noiseS2,287090,6509.977324263038
586,../set_a_cut/normal__201105021654_noiseS1_7.wav,7,noiseS1,329431,7470.090702947846
587,../set_a_cut/normal__201105021654_noiseS2_7.wav,7,noiseS2,345232,7828.390022675737
588,../set_a_cut/normal__201105021804_noiseS1_0.wav,0,noiseS1,0,0.0
589,../set_a_cut/normal__201105021804_noiseS1_1.wav,1,noiseS1,26107,591.9954648526077
590,../set_a_cut/normal__201105021804_noiseS2_1.wav,1,noiseS2,37799,857.1201814058957
591,../set_a_cut/normal__201105021804_noiseS1_2.wav,2,noiseS1,52796,1197.18820861678
592,../set_a_cut/normal__201105021804_noiseS2_2.wav,2,noiseS2,63628,1442.81179138322
593,../set_a_cut/normal__201105021804_noiseS1_3.wav,3,noiseS1,77764,1763.3560090702947
594,../set_a_cut/normal__201105021804_noiseS2_3.wav,3,noiseS2,88595,2008.9569160997733
595,../set_a_cut/normal__201105021804_noiseS1_4.wav,4,noiseS1,103593,2349.0476190476193
596,../set_a_cut/normal__201105021804_noiseS2_4.wav,4,noiseS2,115285,2614.172335600907
597,../set_a_cut/normal__201105021804_noiseS1_5.wav,5,noiseS1,130282,2954.2403628117913
598,../set_a_cut/normal__201105021804_noiseS2_5.wav,5,noiseS2,141975,3219.387755102041
599,../set_a_cut/normal__201105021804_noiseS1_6.wav,6,noiseS1,156972,3559.4557823129253
600,../set_a_cut/normal__201105021804_noiseS2_6.wav,6,noiseS2,167803,3805.056689342404
601,../set_a_cut/normal__201105021804_noiseS1_7.wav,7,noiseS1,182800,4145.124716553288
602,../set_a_cut/normal__201105021804_noiseS2_7.wav,7,noiseS2,192771,4371.224489795918
603,../set_a_cut/normal__201105021804_noiseS1_8.wav,8,noiseS1,206907,4691.768707482993
604,../set_a_cut/normal__201105021804_noiseS2_8.wav,8,noiseS2,219461,4976.4399092970525
605,../set_a_cut/normal__201105021804_noiseS1_9.wav,9,noiseS1,231875,5257.936507936508
606,../set_a_cut/normal__201105021804_noiseS2_9.wav,9,noiseS2,242706,5503.5374149659865
607,../set_a_cut/normal__201105021804_noiseS1_10.wav,10,noiseS1,256843,5824.104308390023
608,../set_a_cut/normal__201105021804_noiseS2_10.wav,10,noiseS2,267674,6069.705215419501
609,../set_a_cut/normal__201105021804_noiseS1_11.wav,11,noiseS1,283532,6429.297052154195
610,../set_a_cut/normal__201105021804_noiseS2_11.wav,11,noiseS2,293503,6655.396825396825
611,../set_a_cut/normal__201105021804_noiseS1_12.wav,12,noiseS1,308500,6995.46485260771
612,../set_a_cut/normal__201105021804_noiseS2_12.wav,12,noiseS2,318470,7221.541950113378
613,../set_a_cut/normal__201105021804_noiseS1_13.wav,13,noiseS1,333467,7561.609977324263
614,../set_a_cut/normal__201105021804_noiseS2_13.wav,13,noiseS2,344299,7807.233560090703
615,../set_a_cut/normal__201105021804_noiseS1_14.wav,14,noiseS1,358435,8127.777777777777
616,../set_a_cut/normal__201105021804_noiseS2_14.wav,14,noiseS2,370989,8412.448979591836
617,../set_a_cut/normal__201105021804_noiseS1_15.wav,15,noiseS1,384264,8713.469387755102
618,../set_a_cut/normal__201105021804_noiseS2_15.wav,15,noiseS2,393373,8920.022675736962
619,../set_a_cut/normal__201105151450_noiseS1_0.wav,0,noiseS1,0,0.0
620,../set_a_cut/normal__201105151450_noiseS1_1.wav,1,noiseS1,28679,650.3174603174604
621,../set_a_cut/normal__201105151450_noiseS2_1.wav,1,noiseS2,42879,972.3129251700681
622,../set_a_cut/normal__201105151450_noiseS1_2.wav,2,noiseS1,58964,1337.0521541950113
623,../set_a_cut/normal__201105151450_noiseS2_2.wav,2,noiseS2,73885,1675.3968253968253
624,../set_a_cut/normal__201105151450_noiseS1_3.wav,3,noiseS1,92853,2105.5102040816328
625,../set_a_cut/normal__201105151450_noiseS2_3.wav,3,noiseS2,107775,2443.877551020408
626,../set_a_cut/normal__201105151450_noiseS1_4.wav,4,noiseS1,126743,2873.9909297052154
627,../set_a_cut/normal__201105151450_noiseS2_4.wav,4,noiseS2,140943,3195.986394557823
